jgagnant,tropheesg,cg1,cg2,cg3,cg4,cg5,cg6,cg7,cg8,jperdant,tropheesp,cp1,cp2,cp3,cp4,cp5,cp6,cp7,cp8
#2Q09UQC8,10475,Firecracker,Tesla,Royal Delivery,Hog Rider,Ice Golem,Goblins,Mega Knight,Vines,#C89LR0GLV,10465,Valkyrie,Tombstone,Lightning,Lava Hound,Mega Minion,Arrows,Balloon,Bats
#GC2Y2YU8G,10595,Mega Knight,Elite Barbarians,Skeleton Army,Princess,Ice Wizard,Archers,Minions,Zap,#C89LR0GLV,10625,Valkyrie,Tombstone,Lightning,Lava Hound,Mega Minion,Arrows,Balloon,Bats
#C89LR0GLV,10475,Valkyrie,Tombstone,Lightning,Lava Hound,Mega Minion,Arrows,Balloon,Bats,#CUV8G9Q98,10475,Witch,Valkyrie,Giant Skeleton,Skeleton King,Arrows,Zap,Tesla,Electro Wizard
#C89LR0GLV,10335,Valkyrie,Tombstone,Lightning,Lava Hound,Mega Minion,Arrows,Balloon,Bats,#VYU9QY9UJ,10315,Mega Knight,Valkyrie,Dart Goblin,Ram Rider,Goblin Barrel,Firecracker,Witch,The Log
#C89LR0GLV,10170,Valkyrie,Tombstone,Lightning,Lava Hound,Mega Minion,Arrows,Balloon,Bats,#VPCV98VYG,10205,Bomber,Inferno Dragon,Golden Knight,Electro Giant,Goblin Hut,Lightning,Tornado,Barbarian Barrel
#VVP8LQYCQ,10330,Barbarians,Electro Dragon,Night Witch,Elixir Golem,Battle Healer,Arrows,Rage,Tornado,#C89LR0GLV,10305,Valkyrie,Tombstone,Lightning,Lava Hound,Mega Minion,Arrows,Balloon,Bats
#C89LR0GLV,10160,Valkyrie,Tombstone,Lightning,Lava Hound,Mega Minion,Arrows,Balloon,Bats,#UR2LGUC,10150,Elixir Golem,Firecracker,Elite Barbarians,Zap,Rage,Battle Healer,Inferno Dragon,Electro Dragon
#9U2L2VRPG,10305,Knight,Dart Goblin,The Log,Tesla,Hog Rider,Balloon,Zap,Witch,#C89LR0GLV,10310,Valkyrie,Tombstone,Lightning,Lava Hound,Mega Minion,Arrows,Balloon,Bats
#C89LR0GLV,10165,Valkyrie,Tombstone,Lightning,Lava Hound,Mega Minion,Arrows,Balloon,Bats,#VYRGJGQJJ,10155,Skeletons,Mega Knight,Wizard,Giant Skeleton,Goblin Gang,Elite Barbarians,Royal Hogs,Freeze
#YJVJ0CCL,12595,Bomber,Witch,Barbarian Barrel,Executioner,Elixir Golem,Firecracker,Bomb Tower,Miner,#VL0G0PRYY,12595,Archers,Royal Recruits,Balloon,Lumberjack,Fisherman,Skeleton Dragons,Arrows,Giant Snowball
#808UQGCQL,12740,Firecracker,Valkyrie,Hog Rider,Fireball,Tesla,The Log,Ice Spirit,Skeletons,#YJVJ0CCL,12745,Bomber,Witch,Barbarian Barrel,Executioner,Elixir Golem,Firecracker,Bomb Tower,Miner
#YJVJ0CCL,12595,Bomber,Witch,Barbarian Barrel,Executioner,Elixir Golem,Firecracker,Bomb Tower,Miner,#2GJGLV0G,12600,Royal Giant,Wizard,Skeleton Army,Minion Horde,Bomber,Elite Barbarians,Goblins,Arrows
#2CGYYVL2P,12745,Royal Ghost,Electro Dragon,Wizard,Firecracker,Inferno Dragon,Mini P.E.K.K.A,Fireball,Valkyrie,#YJVJ0CCL,12745,Bomber,Witch,Barbarian Barrel,Executioner,Elixir Golem,Firecracker,Bomb Tower,Miner
#YJVJ0CCL,12595,Bomber,Witch,Barbarian Barrel,Executioner,Elixir Golem,Firecracker,Bomb Tower,Miner,#VPYJ28RU8,12595,Barbarians,Electro Dragon,Golem,Battle Healer,Skeleton Dragons,Elixir Collector,Tornado,Barbarian Barrel
#YJVJ0CCL,12455,Bomber,Witch,Barbarian Barrel,Executioner,Elixir Golem,Firecracker,Bomb Tower,Miner,#UPUPVCY20,12440,Arrows,Baby Dragon,Goblin Barrel,Barbarian Barrel,Giant,Skeleton Army,Knight,Goblin Cage
#YJVJ0CCL,12300,Bomber,Witch,Barbarian Barrel,Executioner,Elixir Golem,Firecracker,Bomb Tower,Miner,#VPYUYY0LR,12320,Lumberjack,Electro Dragon,Golem,Guards,Battle Healer,Skeleton Dragons,Elixir Collector,Tornado
#YJVJ0CCL,12150,Bomber,Witch,Barbarian Barrel,Executioner,Elixir Golem,Firecracker,Bomb Tower,Miner,#2LGP8LCUR,12150,Mega Knight,Witch,Furnace,Inferno Tower,Fireball,Royal Hogs,Skeleton Dragons,Electro Dragon
#YJVJ0CCL,10000,Mirror,Firecracker,Barbarian Barrel,Bomb Tower,Witch,Furnace,Goblin Barrel,Elixir Golem,#JLG2QV,10000,Mother Witch,Royal Hogs,Tesla,P.E.K.K.A,Zap,Rocket,Skeleton Army,Musketeer
#998UJ8VUJ,10000,Wizard,Minion Horde,Spear Goblins,Princess,Ice Golem,Sparky,Guards,Goblin Giant,#YJVJ0CCL,10000,Baby Dragon,Bandit,Inferno Tower,Mini P.E.K.K.A,Spear Goblins,P.E.K.K.A,Hog Rider,Night Witch
#V0U8RJVC,10000,Tesla,Bomber,Freeze,Executioner,Golem,Barbarian Barrel,Goblin Demolisher,Elite Barbarians,#YJVJ0CCL,10000,Barbarians,Bomber,Executioner,Goblin Gang,Rage,Skeleton Army,Fireball,Giant
#89LPL99L,10000,Wizard,Magic Archer,Skeletons,Fire Spirit,Wall Breakers,P.E.K.K.A,Hog Rider,Zap,#YJVJ0CCL,10000,Miner,Fire Spirit,Minion Horde,Wizard,Royal Giant,Arrows,Valkyrie,Archers
#YJVJ0CCL,12000,Bomber,Witch,Barbarian Barrel,Executioner,Elixir Golem,Firecracker,Bomb Tower,Miner,#20U2LP0RRU,12005,Bats,Mortar,Miner,Mega Knight,Mother Witch,Inferno Tower,Poison,Tornado
#8G09L9GV8,12150,Firecracker,Witch,Mega Knight,Hog Rider,Tesla,Vines,Bats,Arrows,#YJVJ0CCL,12150,Bomber,Witch,Barbarian Barrel,Executioner,Elixir Golem,Firecracker,Bomb Tower,Miner
#YJVJ0CCL,12000,Bomber,Witch,Barbarian Barrel,Executioner,Elixir Golem,Firecracker,Bomb Tower,Miner,#20JP0YUU0G,12000,Witch,Lumberjack,Minion Horde,Royal Giant,Rocket,Freeze,Mirror,Clone
#8GRGPVP9U,12150,Mega Knight,Firecracker,Arrows,Zap,Ice Wizard,Battle Ram,Cannon,Guards,#YJVJ0CCL,12150,Bomber,Witch,Barbarian Barrel,Executioner,Elixir Golem,Firecracker,Bomb Tower,Miner
#YJVJ0CCL,12000,Bomber,Witch,Barbarian Barrel,Executioner,Elixir Golem,Firecracker,Bomb Tower,Miner,#VPL2C2YQR,12000,Royal Giant,Hunter,Guards,Fisherman,Monk,Electro Spirit,Lightning,The Log
#VPU2VP2UL,12150,Valkyrie,Wall Breakers,Spear Goblins,Miner,Magic Archer,Bomb Tower,The Log,Tornado,#YJVJ0CCL,12150,Bomber,Witch,Barbarian Barrel,Executioner,Elixir Golem,Firecracker,Bomb Tower,Miner
#YJVJ0CCL,12000,Bomber,Witch,Barbarian Barrel,Executioner,Elixir Golem,Firecracker,Bomb Tower,Miner,#VPL2RJLYJ,12000,Skeleton Barrel,Mortar,Spear Goblins,Ice Wizard,Goblin Gang,Cannon Cart,Skeleton King,Arrows
#29V02VY0C,12000,Dart Goblin,Firecracker,Hog Rider,Mega Knight,Prince,P.E.K.K.A,Guards,Arrows,#YJVJ0CCL,12000,Bomber,Witch,Barbarian Barrel,Executioner,Elixir Golem,Firecracker,Bomb Tower,Miner
#VPUV9LJRG,12150,P.E.K.K.A,Battle Ram,Electro Wizard,Bandit,Royal Ghost,Magic Archer,Fireball,Zap,#YJVJ0CCL,12150,Bomber,Witch,Barbarian Barrel,Executioner,Elixir Golem,Firecracker,Bomb Tower,Miner
#YJVJ0CCL,12000,Bomber,Witch,Barbarian Barrel,Executioner,Elixir Golem,Firecracker,Bomb Tower,Miner,#PVCYLLQRU,12000,Tesla,Archers,Ice Spirit,Giant Snowball,Skeletons,The Log,Knight,X-Bow
#9R29JQLG0,12150,Executioner,Dart Goblin,Lumberjack,Cannon,Ice Spirit,Hog Rider,Goblin Gang,The Log,#YJVJ0CCL,12150,Bomber,Witch,Barbarian Barrel,Executioner,Elixir Golem,Firecracker,Bomb Tower,Miner
#YJVJ0CCL,12000,Bomber,Witch,Barbarian Barrel,Executioner,Elixir Golem,Firecracker,Bomb Tower,Miner,#8QJ8Q8UPU,12000,P.E.K.K.A,Firecracker,Goblin Barrel,Electro Wizard,The Log,Arrows,Goblin Gang,Tesla
#2G0QJ8LYP,12150,Wizard,Valkyrie,Royal Recruits,Minion Horde,Elite Barbarians,Arrows,Royal Hogs,Royal Giant,#YJVJ0CCL,12150,Bomber,Witch,Barbarian Barrel,Executioner,Elixir Golem,Firecracker,Bomb Tower,Miner
#GQC0RYPJ2,12300,Skeleton Barrel,Goblin Gang,Dark Prince,Skeleton Army,Baby Dragon,Bowler,Royal Hogs,Electro Wizard,#YJVJ0CCL,12300,Bomber,Witch,Barbarian Barrel,Executioner,Elixir Golem,Firecracker,Bomb Tower,Miner
#YJVJ0CCL,12150,Bomber,Witch,Barbarian Barrel,Executioner,Elixir Golem,Firecracker,Bomb Tower,Miner,#Y0PU9C98C,12150,Skeleton Barrel,Cannon,Fireball,Knight,Ice Spirit,Skeletons,The Log,Dart Goblin
#YJVJ0CCL,12000,Bomber,Witch,Barbarian Barrel,Executioner,Elixir Golem,Firecracker,Bomb Tower,Miner,#GGL2JLQLL,12000,P.E.K.K.A,Mini P.E.K.K.A,Firecracker,Zap,Hog Rider,Goblin Gang,Electro Wizard,Fireball
#J2PC0URGP,12150,Knight,Goblin Barrel,Cannon,Rocket,Ice Spirit,The Log,Dart Goblin,Goblin Gang,#YJVJ0CCL,12150,Bomber,Witch,Barbarian Barrel,Executioner,Elixir Golem,Firecracker,Bomb Tower,Miner
#8QURQ090P,12300,Mega Knight,Zap,Elite Barbarians,Witch,Hog Rider,Little Prince,The Log,Princess,#YJVJ0CCL,12300,Bomber,Witch,Barbarian Barrel,Executioner,Elixir Golem,Firecracker,Bomb Tower,Miner
#PCVG8Y9,10000,Royal Giant,Mega Knight,Baby Dragon,Poison,Mini P.E.K.K.A,Dart Goblin,Bats,Mother Witch,#L2YYLUCCU,9482,Giant Snowball,Mega Knight,Royal Ghost,Battle Ram,Firecracker,Ram Rider,Lightning,Guards
#PCVG8Y9,10000,Valkyrie,Knight,Bowler,Rage,Zappies,Goblin Gang,Minions,Balloon,#VUVQV9QR0,10000,Wizard,Electro Dragon,Goblin Gang,Mighty Miner,Royal Hogs,Goblin Hut,Hunter,Arrows
#PCVG8Y9,11450,Executioner,Valkyrie,Elixir Golem,Firecracker,Mini P.E.K.K.A,Goblin Machine,Balloon,Spear Goblins,#VPUYPC0R9,11450,Valkyrie,Tesla,Goblins,Miner,Electro Spirit,Little Prince,Rocket,The Log
#PCVG8Y9,11300,Executioner,Valkyrie,Elixir Golem,Firecracker,Mini P.E.K.K.A,Goblin Machine,Balloon,Spear Goblins,#U8LJY9VLU,11300,Archers,Tesla,Ice Spirit,Fireball,Knight,X-Bow,The Log,Skeleton Army
#LPQPVVV,11450,Firecracker,Mega Knight,Valkyrie,Elite Barbarians,Electro Wizard,Fireball,Rage,Wall Breakers,#PCVG8Y9,11450,Executioner,Valkyrie,Elixir Golem,Firecracker,Mini P.E.K.K.A,Goblin Machine,Balloon,Spear Goblins
#PCVG8Y9,11300,Executioner,Valkyrie,Elixir Golem,Firecracker,Mini P.E.K.K.A,Goblin Machine,Balloon,Spear Goblins,#8LG9G8L0G,11300,Mortar,Valkyrie,Magic Archer,Electro Spirit,Mini P.E.K.K.A,Bandit,Skeleton Barrel,Skeleton Army
#PCVG8Y9,11150,Executioner,Valkyrie,Elixir Golem,Firecracker,Mini P.E.K.K.A,Goblin Machine,Balloon,Spear Goblins,#GRY92RLRP,11150,Valkyrie,Royal Hogs,Tesla,Firecracker,Minions,Skeletons,Vines,The Log
#YL9CPV020,11300,Cannon,Knight,Ice Spirit,Goblin Barrel,Goblin Gang,Dart Goblin,The Log,Princess,#PCVG8Y9,11300,Executioner,Valkyrie,Elixir Golem,Firecracker,Mini P.E.K.K.A,Goblin Machine,Balloon,Spear Goblins
#PCVG8Y9,11150,Executioner,Valkyrie,Elixir Golem,Firecracker,Mini P.E.K.K.A,Goblin Machine,Balloon,Spear Goblins,#8P8V089QL,11150,Wizard,Firecracker,P.E.K.K.A,Electro Wizard,Mini P.E.K.K.A,Goblin Barrel,Skeleton Army,Arrows
#U9L00LGJJ,11300,P.E.K.K.A,Magic Archer,Bandit,Tombstone,Ram Rider,The Log,Minions,Electro Wizard,#PCVG8Y9,11300,Executioner,Valkyrie,Elixir Golem,Firecracker,Mini P.E.K.K.A,Goblin Machine,Balloon,Spear Goblins
#PCVG8Y9,11150,Executioner,Valkyrie,Elixir Golem,Firecracker,Mini P.E.K.K.A,Goblin Machine,Balloon,Spear Goblins,#P9QPU0UL8,11150,Royal Hogs,Royal Ghost,Three Musketeers,Hunter,Fireball,Ice Golem,Skeletons,Barbarian Barrel
#PCVG8Y9,11000,Executioner,Valkyrie,Elixir Golem,Firecracker,Mini P.E.K.K.A,Goblin Machine,Balloon,Spear Goblins,#VL80LQ2QG,11000,Executioner,Giant Snowball,Guards,Bandit,Ram Rider,Boss Bandit,Lightning,Barbarian Barrel
#PCVG8Y9,10000,Royal Giant,Mega Knight,Baby Dragon,Poison,Mini P.E.K.K.A,Dart Goblin,Bats,Mother Witch,#PC0J9YLRQ,7229,Battle Ram,Witch,Royal Ghost,Tesla,Bats,The Log,Wall Breakers,Bomb Tower
#2UQR8V2L2,10000,Valkyrie,Dart Goblin,Fire Spirit,Zap,Magic Archer,Berserker,Ram Rider,Earthquake,#PCVG8Y9,10000,Valkyrie,Knight,Bowler,Rage,Zappies,Goblin Gang,Minions,Balloon
#PCVG8Y9,10000,Executioner,Barbarians,Elixir Golem,Firecracker,Royal Ghost,Goblin Machine,Hog Rider,Spear Goblins,#2GRQ8LRLP,10000,Battle Ram,Zappies,Witch,Valkyrie,Princess,Zap,P.E.K.K.A,Bomber
#RCGU0R8Y,12145,Mega Knight,Lumberjack,Mini P.E.K.K.A,Fireball,Magic Archer,Witch,Spirit Empress,Dart Goblin,#PCVG8Y9,12155,Executioner,Valkyrie,Elixir Golem,Firecracker,Mini P.E.K.K.A,Goblin Machine,Balloon,Spear Goblins
#PCVG8Y9,10000,Goblin Giant,Archers,Royal Hogs,Fire Spirit,Tesla,Furnace,Freeze,Minion Horde,#VG80JGCR,10000,Sparky,Lumberjack,Prince,Barbarian Barrel,Zappies,Executioner,Inferno Dragon,Royal Giant
#PCVG8Y9,12000,Executioner,Valkyrie,Elixir Golem,Firecracker,Mini P.E.K.K.A,Goblin Machine,Balloon,Spear Goblins,#20G99CJ9U0,12015,Inferno Dragon,Electro Dragon,Elite Barbarians,Elixir Golem,Battle Healer,Arrows,Rage,Zap
#88P0V8PUG,12150,Valkyrie,Mega Knight,Mini P.E.K.K.A,Arrows,Zap,Goblin Barrel,Electro Wizard,Bats,#PCVG8Y9,12150,Executioner,Valkyrie,Elixir Golem,Firecracker,Mini P.E.K.K.A,Goblin Machine,Balloon,Spear Goblins
#PCVG8Y9,12000,Executioner,Valkyrie,Elixir Golem,Firecracker,Mini P.E.K.K.A,Goblin Machine,Balloon,Spear Goblins,#VPCUGPVQC,12000,Wizard,Giant Skeleton,Minion Horde,Sparky,Goblin Gang,Elite Barbarians,Arrows,Freeze
#UUPU2J2RU,12150,Valkyrie,Witch,Goblin Barrel,Boss Bandit,Skeletons,Knight,Arrows,Inferno Tower,#PCVG8Y9,12150,Executioner,Valkyrie,Elixir Golem,Firecracker,Mini P.E.K.K.A,Goblin Machine,Balloon,Spear Goblins
#29YV0P8RV,12300,Skeleton Barrel,Knight,Goblin Gang,Dart Goblin,Goblin Barrel,Ice Spirit,The Log,Cannon,#PCVG8Y9,12300,Executioner,Valkyrie,Elixir Golem,Firecracker,Mini P.E.K.K.A,Goblin Machine,Balloon,Spear Goblins
#ULRLL8GJR,12450,Mega Knight,P.E.K.K.A,Goblin Gang,Dart Goblin,Knight,Inferno Dragon,Arrows,Guards,#PCVG8Y9,12450,Executioner,Valkyrie,Elixir Golem,Firecracker,Mini P.E.K.K.A,Goblin Machine,Balloon,Spear Goblins
#PCVG8Y9,12300,Executioner,Valkyrie,Elixir Golem,Firecracker,Mini P.E.K.K.A,Goblin Machine,Balloon,Spear Goblins,#20U2CL920Y,12300,Barbarians,Zap,Lava Hound,Miner,Flying Machine,Phoenix,Tombstone,Goblin Curse
#PCVG8Y9,12150,Executioner,Valkyrie,Elixir Golem,Firecracker,Mini P.E.K.K.A,Goblin Machine,Balloon,Spear Goblins,#9GJGG0CC0,12150,Archers,Goblin Barrel,Valkyrie,Skeleton Army,Fireball,Mega Minion,Furnace,Miner
#20UGYCJQJR,12150,Royal Recruits,Electro Dragon,Inferno Dragon,Electro Wizard,Mega Knight,Elixir Golem,Archer Queen,Arrows,#28CJUCGVQ,12150,Firecracker,Lumberjack,Mirror,Wizard,Bowler,Minions,Fireball,Royal Hogs
#28CJUCGVQ,12000,Firecracker,Lumberjack,Mirror,Wizard,Bowler,Minions,Fireball,Royal Hogs,#VPUJ0VQJQ,12000,Witch,Lumberjack,Minion Horde,Royal Giant,Rocket,Freeze,Mirror,Clone
#VLUQLR0J,12050,Mega Knight,Skeleton Barrel,Goblin Gang,Prince,Ice Spirit,Firecracker,The Log,Fireball,#28CJUCGVQ,12050,Firecracker,Lumberjack,Mirror,Wizard,Bowler,Minions,Fireball,Royal Hogs
#J8RY8GCP2,12195,Valkyrie,Tesla,Goblin Barrel,Hog Rider,Royal Delivery,Musketeer,The Log,Skeletons,#28CJUCGVQ,12200,Firecracker,Lumberjack,Mirror,Wizard,Bowler,Minions,Fireball,Royal Hogs
#20JQRP9P28,12355,Tesla,Goblin Barrel,Skeleton Army,Giant Skeleton,Minion Horde,Sparky,Arrows,Clone,#28CJUCGVQ,12345,Firecracker,Lumberjack,Mirror,Wizard,Bowler,Minions,Fireball,Royal Hogs
#28CJUCGVQ,12200,Firecracker,Lumberjack,Mirror,Wizard,Bowler,Minions,Fireball,Royal Hogs,#802JUV88,12195,Royal Ghost,Witch,Goblin Giant,Goblin Gang,Fireball,Earthquake,Miner,Dart Goblin
#VPLYVL2PU,12355,Royal Recruits,Skeleton Barrel,Goblins,Dart Goblin,Goblin Gang,Wall Breakers,Mighty Miner,Fireball,#28CJUCGVQ,12345,Firecracker,Lumberjack,Mirror,Wizard,Bowler,Minions,Fireball,Royal Hogs
#VQGLU980Y,12490,Tesla,Knight,Goblin Barrel,Goblin Gang,Fireball,The Log,Firecracker,Princess,#28CJUCGVQ,12495,Firecracker,Lumberjack,Mirror,Wizard,Bowler,Minions,Fireball,Royal Hogs
#28CJUCGVQ,12345,Firecracker,Lumberjack,Mirror,Wizard,Bowler,Minions,Fireball,Royal Hogs,#20YYL8UU9C,12355,Barbarians,Electro Dragon,Golem,Lumberjack,Skeleton Dragons,Elixir Collector,Tornado,Barbarian Barrel
#28CJUCGVQ,12200,Firecracker,Lumberjack,Mirror,Wizard,Bowler,Minions,Fireball,Royal Hogs,#LGPJ0VCJG,12195,Skeletons,Musketeer,Inferno Tower,The Log,Goblin Barrel,Ice Wizard,Hog Rider,Knight
#RC0GPJVC,12345,P.E.K.K.A,Executioner,The Log,Goblin Barrel,Prince,Arrows,Monk,Dart Goblin,#28CJUCGVQ,12350,Firecracker,Lumberjack,Mirror,Wizard,Bowler,Minions,Fireball,Royal Hogs
#20UUGRQQPP,12500,Dart Goblin,Goblin Barrel,Goblins,Princess,Rascals,Wall Breakers,Boss Bandit,The Log,#28CJUCGVQ,12495,Firecracker,Lumberjack,Mirror,Wizard,Bowler,Minions,Fireball,Royal Hogs
#PC28VG9UC,12645,Lumberjack,Hunter,Royal Delivery,Balloon,Tesla,Arrows,Skeletons,Mini P.E.K.K.A,#28CJUCGVQ,12645,Firecracker,Lumberjack,Mirror,Wizard,Bowler,Minions,Fireball,Royal Hogs
#R8Q8RUPQ8,12795,Knight,Firecracker,Ice Wizard,Skeletons,Giant Skeleton,Clone,Tombstone,Vines,#28CJUCGVQ,12795,Firecracker,Lumberjack,Mirror,Wizard,Bowler,Minions,Fireball,Royal Hogs
#28CJUCGVQ,12650,Firecracker,Lumberjack,Mirror,Wizard,Bowler,Minions,Fireball,Royal Hogs,#PPLV0CC8,12645,Firecracker,Valkyrie,Furnace,Arrows,Hog Rider,Golden Knight,Mini P.E.K.K.A,Witch
#28CJUCGVQ,12500,Firecracker,Lumberjack,Mirror,Wizard,Bowler,Minions,Fireball,Royal Hogs,#VY8PU2YPR,12505,Archers,Tesla,Knight,Skeletons,Electro Spirit,X-Bow,Fireball,The Log
#28CJUCGVQ,12355,Firecracker,Lumberjack,Mirror,Wizard,Bowler,Minions,Fireball,Royal Hogs,#VUUGPY90C,12345,Witch,Mega Knight,Sparky,Royal Hogs,Lightning,Balloon,Barbarians,Hog Rider
#V82VU208,12505,Battle Ram,Knight,Three Musketeers,Royal Ghost,Hunter,Bandit,Barbarian Barrel,Bats,#28CJUCGVQ,12505,Firecracker,Lumberjack,Mirror,Wizard,Bowler,Minions,Fireball,Royal Hogs
#YL09YQJJR,12655,Valkyrie,Wizard,Firecracker,Fisherman,Mega Knight,Arrows,The Log,Hog Rider,#28CJUCGVQ,12655,Firecracker,Lumberjack,Mirror,Wizard,Bowler,Minions,Fireball,Royal Hogs
#28CJUCGVQ,12505,Firecracker,Lumberjack,Mirror,Wizard,Bowler,Minions,Fireball,Royal Hogs,#VLVYYRPVL,12515,Royal Giant,Firecracker,Bowler,Electro Wizard,Fisherman,Fireball,Arrows,Tombstone
#YPPQV2P,12655,Hog Rider,P.E.K.K.A,Executioner,Bomb Tower,Fireball,Tornado,Zap,Skeleton Army,#28CJUCGVQ,12650,Firecracker,Lumberjack,Mirror,Wizard,Bowler,Minions,Fireball,Royal Hogs
#28CJUCGVQ,12500,Firecracker,Lumberjack,Mirror,Wizard,Bowler,Minions,Fireball,Royal Hogs,#Q8QJVYPY,12505,Baby Dragon,Witch,Golem,Mini P.E.K.K.A,Barbarian Barrel,Elixir Collector,Vines,Berserker
#28CJUCGVQ,12350,Firecracker,Lumberjack,Mirror,Wizard,Bowler,Minions,Fireball,Royal Hogs,#9LRR0Q8GQ,12350,Goblin Barrel,Valkyrie,Rage,Minion Horde,Mirror,Prince,The Log,Sparky
#VL8C09R0R,12500,Bats,Lumberjack,Balloon,Three Musketeers,Barbarian Barrel,Little Prince,Ice Golem,Freeze,#28CJUCGVQ,12500,Firecracker,Lumberjack,Mirror,Wizard,Bowler,Minions,Fireball,Royal Hogs
#28CJUCGVQ,12350,Firecracker,Lumberjack,Mirror,Wizard,Bowler,Minions,Fireball,Royal Hogs,#GVCGPRYYL,12355,Musketeer,Firecracker,Rage,Boss Bandit,Guards,The Log,Minions,Skeleton Army
#Q8QC2RCQ,12495,Minion Horde,Musketeer,Elite Barbarians,Mini P.E.K.K.A,The Log,Zap,Cannon,Goblin Gang,#28CJUCGVQ,12500,Firecracker,Lumberjack,Mirror,Wizard,Bowler,Minions,Fireball,Royal Hogs
#28CJUCGVQ,10000,Goblin Giant,Hog Rider,Goblin Demolisher,Minion Horde,Rage,Valkyrie,Princess,Ram Rider,#8R9VQJQGP,8929,Wizard,Electro Dragon,P.E.K.K.A,Hog Rider,Witch,Firecracker,Zap,Mirror
#Y8VP8V228,12000,Goblin Barrel,Mortar,Knight,Tesla,Electro Wizard,Wizard,The Log,Firecracker,#Y9Y2JGG,12000,Bats,Valkyrie,Baby Dragon,Furnace,Elixir Golem,Spear Goblins,Witch,Fireball
#RUJR9Q0QC,12000,Mega Knight,Witch,Heal Spirit,Fire Spirit,Fireball,Ice Spirit,Electro Spirit,Mini P.E.K.K.A,#Y9Y2JGG,12000,Bats,Valkyrie,Baby Dragon,Furnace,Elixir Golem,Spear Goblins,Witch,Fireball
#20YPCP2R8U,12055,Valkyrie,Mega Knight,Balloon,Witch,Skeleton Army,Executioner,Ram Rider,Arrows,#Y9Y2JGG,12060,Bats,Valkyrie,Baby Dragon,Furnace,Elixir Golem,Spear Goblins,Witch,Fireball
#VPLPGVRYL,12215,Lumberjack,Electro Dragon,Golem,Dark Prince,Skeleton Dragons,Elixir Collector,Tornado,Barbarian Barrel,#Y9Y2JGG,12200,Bats,Valkyrie,Baby Dragon,Furnace,Elixir Golem,Spear Goblins,Witch,Fireball
#Y9Y2JGG,12055,Bats,Valkyrie,Baby Dragon,Furnace,Elixir Golem,Spear Goblins,Witch,Fireball,#P0QYJYPU8,12050,Goblin Barrel,Valkyrie,The Log,Baby Dragon,Zap,Skeleton Army,Minion Horde,Sparky
#VPCV2GLGR,12205,Royal Giant,Mega Knight,Witch,Ram Rider,Inferno Tower,Arrows,Lightning,Zap,#Y9Y2JGG,12205,Bats,Valkyrie,Baby Dragon,Furnace,Elixir Golem,Spear Goblins,Witch,Fireball
#PRRG0JVPQ,8296,Mega Knight,Wizard,Balloon,Dart Goblin,Tornado,Mini P.E.K.K.A,Clone,Freeze,#Y9Y2JGG,10000,Valkyrie,Bats,Spear Goblins,Furnace,Baby Dragon,Elixir Golem,Fireball,Witch
#PPY9Q0UJY,10000,Royal Recruits,Guards,Tesla,Royal Delivery,Valkyrie,Firecracker,Goblinstein,Electro Dragon,#Y9Y2JGG,10000,Battle Ram,Freeze,Minions,Flying Machine,Goblin Gang,Ice Wizard,Princess,Hog Rider
#CLL2C8VCL,9786,Wizard,Royal Recruits,Giant Skeleton,Prince,Executioner,Lava Hound,Suspicious Bush,Arrows,#Y9Y2JGG,10000,Inferno Dragon,Dart Goblin,Fire Spirit,Goblin Hut,Mini P.E.K.K.A,Poison,Giant,Mega Minion
#UVCRJUQGL,10000,Bats,Valkyrie,P.E.K.K.A,Poison,Wizard,Lumberjack,Inferno Tower,Skeleton Army,#Y9Y2JGG,10000,Royal Giant,Archers,Barbarian Barrel,Executioner,Royal Ghost,Arrows,Inferno Tower,Night Witch
#Y9Y2JGG,12060,Bats,Valkyrie,Baby Dragon,Furnace,Elixir Golem,Spear Goblins,Witch,Fireball,#JYQP20VQY,12055,Skeletons,Valkyrie,The Log,Vines,Firecracker,P.E.K.K.A,Knight,Witch
#VPCRV808Q,12210,Archers,Firecracker,Prince,Dark Prince,Mother Witch,Tesla,Rage,Mirror,#Y9Y2JGG,12205,Bats,Valkyrie,Baby Dragon,Furnace,Elixir Golem,Spear Goblins,Witch,Fireball
#20J9GJGR8R,12361,Bomber,Zap,Giant,Prince,Dark Prince,Mega Minion,Arrows,Lightning,#Y9Y2JGG,12350,Bats,Valkyrie,Baby Dragon,Furnace,Elixir Golem,Spear Goblins,Witch,Fireball
#VY80YGR2R,12500,Knight,Lumberjack,Golem,Baby Dragon,Night Witch,Lightning,Tornado,Barbarian Barrel,#Y9Y2JGG,12495,Bats,Valkyrie,Baby Dragon,Furnace,Elixir Golem,Spear Goblins,Witch,Fireball
#8Y2QQ9L2Y,12645,Wizard,Firecracker,Goblin Barrel,Goblin Gang,Princess,Zap,Elite Barbarians,The Log,#Y9Y2JGG,12645,Bats,Valkyrie,Baby Dragon,Furnace,Elixir Golem,Spear Goblins,Witch,Fireball
#Y9Y2JGG,12500,Bats,Valkyrie,Baby Dragon,Furnace,Elixir Golem,Spear Goblins,Witch,Fireball,#YJLJ9C9R0,12495,Royal Giant,Royal Ghost,The Log,Skeletons,Fisherman,Fireball,Hunter,Electro Spirit
